sweep,ts_utc,symbol,buy,sell,network,status,skew_sec,best_ask_buy,best_bid_sell,naive_spread_bps,opt_volume,opt_turnover,vwap_buy,vwap_sell,slippage_buy_bps,slippage_sell_bps,gross,fee_buy,fee_sell,withdrawal,net,net_bps,complete,feasible,transfer_time_sec,latency_buy_ms,latency_sell_ms,rel_volume,rel_turnover,rel_gross,rel_fee_buy,rel_fee_sell,rel_withdrawal,rel_net,rel_net_bps
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,binance,bybit,BTC,ok,0.2468,80140.0,80173.3,4.1552,0.0001,8.014,80140.00000000001,80173.3,0.0,0.0,0.00333,0.008014,0.008017,1.603466,-1.616167,-2016.68,1,1,600.0,299.8,242.1,0.18932,15172.1048,6.182706,15.172105,15.178288,1.603453,-25.771139,-16.9859
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,binance,okx,BTC,ok,0.2468,80140.0,80163.4,2.9199,0.0001,8.014,80140.00000000001,80163.4,0.0,0.0,0.00234,0.008014,0.008016,1.603268,-1.616958,-2017.667,1,1,,299.8,345.8,0.57771,46297.6794,9.438232,46.297679,46.307118,1.603127,-84.769692,-18.3097
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,binance,kraken,BTC,ok,0.2468,80140.0,80189.7,6.2016,0.0001,8.014,80140.00000000001,80189.7,0.0,0.0,0.00497,0.008014,0.064152,1.603794,-1.67099,-2085.0883,1,1,1800.0,299.8,96.8,0.3,24042.0,13.7524,24.042,192.446019,1.603717,-204.339336,-84.9927
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,bybit,binance,BTC,ok,0.2468,80173.4,80139.99,-4.1672,0.00027,21.6468,80173.4,80139.99,0.0,0.0,-0.009021,0.021647,0.021638,2.8049,-2.857205,-1319.9192,1,1,600.0,242.1,299.8,0.49709,39853.507,-16.719399,39.853507,39.836788,2.8049,-99.214593,-24.8948
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,bybit,okx,BTC,ok,0.2468,80173.4,80163.4,-1.2473,0.00027,21.6468,80173.4,80163.4,0.0,0.0,-0.0027,0.021647,0.021644,2.805719,-2.85171,-1317.3807,1,1,,242.1,345.8,0.472647,37893.7455,-7.858059,37.893745,37.885887,2.805489,-86.443181,-22.812
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,bybit,kraken,BTC,ok,0.2468,80173.4,80189.7,2.0331,0.00027,21.6468,80173.4,80189.7,0.0,0.0,0.004401,0.021647,0.17321,2.806639,-2.997095,-1384.543,1,1,1800.0,242.1,96.8,0.349,27980.5166,3.9523,27.980517,223.875751,2.806465,-250.710433,-89.6018
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,okx,binance,BTC,ok,0.2468,80163.5,80139.99,-2.9328,0.0001,8.0164,80163.5,80139.98999999999,0.0,0.0,-0.002351,0.008016,0.008014,1.2021,-1.220481,-1522.4899,1,1,600.0,345.8,299.8,0.28676,22987.9763,-7.03272,22.987976,22.980944,1.2021,-54.203739,-23.5792
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,okx,bybit,BTC,ok,0.2468,80163.5,80173.3,1.2225,9.5e-05,7.6155,80163.5,80173.3,0.0,0.0,0.000931,0.007616,0.007616,1.2026,-1.2169,-1597.9191,1,1,600.0,345.8,242.1,0.178689,14324.3357,1.713552,14.324336,14.326049,1.202596,-28.139429,-19.6445
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,okx,kraken,BTC,ok,0.2468,80163.5,80189.7,3.2683,9.5e-05,7.6155,80163.5,80189.7,0.0,0.0,0.002489,0.007616,0.060944,1.202846,-1.268916,-1666.2212,1,1,1800.0,345.8,96.8,0.175,14028.6125,4.5649,14.028612,112.265419,1.202844,-122.931975,-87.6295
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,kraken,binance,BTC,ok,0.2468,80197.0,80139.99,-7.1087,0.00022,17.6433,80197.0,80139.99000000002,0.0,-0.0,-0.012542,0.141147,0.017631,1.2021,-1.37342,-778.4351,1,1,600.0,96.8,299.8,0.134,10746.4358,-7.67714,85.971486,10.738759,1.2021,-105.589485,-98.2554
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,kraken,bybit,BTC,ok,0.2468,80197.0,80173.3,-2.9552,0.000218,17.4829,80197.0,80173.3,0.0,0.0,-0.005167,0.139864,0.017478,1.2026,-1.365107,-780.8223,1,1,600.0,96.8,242.1,0.134,10746.4358,-3.2136,85.971486,10.743222,1.2026,-101.130908,-94.1065
1,2026-09-18T14:03:29.867+00:00,BTC/USDT,kraken,okx,BTC,ok,0.2468,80197.0,80163.4,-4.1897,0.000218,17.4829,80197.0,80163.4,0.0,0.0,-0.007325,0.139864,0.017476,1.202451,-1.367115,-781.9706,1,1,,96.8,345.8,0.134,10746.4358,-4.573716,85.971486,10.741862,1.202447,-102.489511,-95.3707
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,binance,bybit,ARBITRUM,ok,0.2802,2558.1,2557.82,-1.0946,0.002,5.1162,2558.1,2557.82,0.0,0.0,-0.00056,0.005116,0.005116,0.051156,-0.061948,-121.0825,1,1,30.0,294.9,248.3,1.5552,3978.3571,-0.449914,3.978357,3.977907,0.051156,-8.457334,-21.2584
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,binance,okx,ARBITRUM,ok,0.2802,2558.1,2558.15,0.1955,0.002,5.1162,2558.1,2558.15,0.0,0.0,0.0001,0.005116,0.005116,0.051163,-0.061295,-119.8067,1,1,,294.9,379.5,6.6437,16995.249,0.332185,16.995249,16.995581,0.051163,-33.709808,-19.8348
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,binance,kraken,ARBITRUM,ok,0.2802,2558.1,2557.54,-2.1891,0.002,5.1162,2558.1,2557.54,0.0,0.0,-0.00112,0.005116,0.040921,0.051151,-0.098308,-192.1497,1,1,,294.9,96.9,0.989,2529.9609,-0.56963,2.529961,20.23513,0.05115,-23.385872,-92.4357
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,bybit,binance,ARBITRUM,ok,0.2802,2557.94,2558.09,0.5864,0.002,5.1159,2557.94,2558.09,0.0,0.0,0.0003,0.005116,0.005116,0.102324,-0.112256,-219.4259,1,1,30.0,248.3,294.9,0.9928,2539.6089,0.062858,2.539609,2.539672,0.102324,-5.118746,-20.1556
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,bybit,okx,ARBITRUM,ok,0.2802,2557.94,2558.15,0.821,0.00196,5.0136,2557.94,2558.15,0.0,0.0,0.000412,0.005014,0.005014,0.102326,-0.111942,-223.2782,1,1,,248.3,379.5,0.99286,2539.7624,0.122432,2.539762,2.539885,0.102326,-5.059541,-19.9213
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,bybit,kraken,ARBITRUM,ok,0.2802,2557.94,2557.54,-1.5638,0.00196,5.0136,2557.94,2557.54,0.0,0.0,-0.000784,0.005014,0.040102,0.102302,-0.148201,-295.601,1,1,,248.3,96.9,0.989,2529.8883,-0.497034,2.529888,20.23513,0.102301,-23.364353,-92.3533
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,okx,binance,ARBITRUM,ok,0.2802,2558.16,2558.09,-0.2736,0.002,5.1163,2558.16,2558.09,0.0,0.0,-0.00014,0.005116,0.005116,0.005628,-0.016,-31.2731,1,1,30.0,379.5,294.9,4.7183,12070.1663,-0.330281,12.070166,12.069836,0.005628,-24.475911,-20.278
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,okx,bybit,ARBITRUM,ok,0.2802,2558.16,2557.82,-1.3291,0.00196,5.014,2558.16,2557.82,0.0,0.0,-0.000666,0.005014,0.005013,0.005627,-0.016321,-32.5507,1,1,30.0,379.5,248.3,0.76873,1966.5343,-0.261368,1.966534,1.966273,0.005627,-4.199803,-21.3564
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,okx,kraken,ARBITRUM,ok,0.2802,2558.16,2557.54,-2.4236,0.0011,2.814,2558.16,2557.54,0.0,0.0,-0.000682,0.002814,0.022506,0.005627,-0.031629,-112.3994,1,1,,379.5,96.9,0.989,2530.0202,-0.62897,2.53002,20.23513,0.005627,-23.399747,-92.4884
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,kraken,binance,ERC20,ok,0.2802,2558.21,2558.09,-0.4691,0.0021,5.3722,2558.21,2558.09,0.0,0.0,-0.000252,0.042978,0.005372,0.358133,-0.406735,-757.104,1,1,72.0,96.9,294.9,1.956,5003.8588,-0.23472,40.03087,5.003624,0.358133,-45.627347,-91.1843
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,kraken,bybit,ERC20,ok,0.2802,2558.21,2557.82,-1.5245,0.0021,5.3722,2558.21,2557.82,0.0,0.0,-0.000819,0.042978,0.005371,0.358095,-0.407263,-758.088,1,1,72.0,96.9,248.3,1.956,5003.8588,-0.837122,40.03087,5.003022,0.358089,-46.229103,-92.3869
1,2026-09-18T14:03:29.867+00:00,ETH/USDT,kraken,okx,ERC20,ok,0.2802,2558.21,2558.15,-0.2345,0.001,2.5582,2558.21,2558.15,0.0,0.0,-6e-05,0.020466,0.002558,0.358141,-0.381225,-1490.2015,1,1,,96.9,379.5,1.956,5003.8588,-0.11736,40.03087,5.003741,0.358141,-45.510112,-90.95
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,binance,bybit,SOL,ok,0.2694,108.62,108.62,0.0,0.048,5.2138,108.62,108.62,0.0,0.0,0.0,0.005214,0.005214,0.10862,-0.119048,-228.3333,1,1,63.63999999999999,298.3,254.2,11.889,1291.3832,-0.11489,1.291383,1.291268,0.10861,-2.806152,-21.7298
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,binance,okx,SOL,ok,0.2694,108.62,108.61,-0.9206,0.047,5.1051,108.62,108.60999999999999,0.0,0.0,-0.00047,0.005105,0.005105,0.10861,-0.11929,-233.6661,1,1,,298.3,378.5,58.193,6320.9237,-0.58193,6.320924,6.320342,0.10861,-13.331805,-21.0915
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,binance,kraken,SOL,ok,0.2694,108.62,108.6,-1.8413,0.06,6.5172,108.62,108.6,0.0,0.0,-0.0012,0.006517,0.052128,0.1086,-0.168445,-258.4625,1,1,,298.3,106.8,36.991,4017.9624,-0.73982,4.017962,32.137781,0.1086,-37.004163,-92.0968
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,bybit,binance,SOL,ok,0.2694,108.63,108.61,-1.8411,0.048,5.2142,108.63,108.61,0.0,0.0,-0.00096,0.005214,0.005213,0.10861,-0.119998,-230.1342,1,1,0.3182,254.2,298.3,27.24,2959.0812,-0.5448,2.959081,2.958536,0.10861,-6.571028,-22.2063
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,bybit,okx,SOL,ok,0.2694,108.63,108.61,-1.8411,0.0461,5.0078,108.63,108.61,0.0,0.0,-0.000922,0.005008,0.005007,0.10861,-0.119547,-238.7191,1,1,,254.2,378.5,27.24,2959.0812,-0.5448,2.959081,2.958536,0.10861,-6.571028,-22.2063
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,bybit,kraken,SOL,ok,0.2694,108.63,108.6,-2.7617,0.06,6.5178,108.63,108.6,0.0,0.0,-0.0018,0.006518,0.052128,0.1086,-0.169046,-259.3602,1,1,,254.2,106.8,27.24,2959.0812,-0.8172,2.959081,23.666112,0.1086,-27.550993,-93.1066
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,okx,binance,SOL,ok,0.2694,108.62,108.61,-0.9206,0.047,5.1051,108.62,108.60999999999999,0.0,0.0,-0.00047,0.005105,0.005105,0.027152,-0.037832,-74.1063,1,1,0.3182,378.5,298.3,97.323,10571.2243,-0.97323,10.571224,10.570251,0.027152,-22.141858,-20.9454
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,okx,bybit,SOL,ok,0.2694,108.62,108.62,0.0,0.0463,5.0291,108.62,108.62,0.0,0.0,0.0,0.005029,0.005029,0.027155,-0.037213,-73.9957,1,1,63.63999999999999,378.5,254.2,11.8891,1291.394,-0.114891,1.291394,1.291279,0.027153,-2.724717,-21.099
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,okx,kraken,SOL,ok,0.2694,108.62,108.6,-1.8413,0.06,6.5172,108.62,108.6,0.0,0.0,-0.0012,0.006517,0.052128,0.02715,-0.086995,-133.4855,1,1,,378.5,106.8,36.991,4017.9624,-0.73982,4.017962,32.137781,0.02715,-36.922713,-91.8941
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,kraken,binance,SOL,ok,0.2694,108.62,108.61,-0.9206,0.06,6.5172,108.62,108.61,0.0,0.0,-0.0006,0.052138,0.006517,0.54305,-0.602304,-924.1763,1,1,0.3182,106.8,298.3,137.492,14934.381,-1.37492,119.475048,14.933006,0.54305,-136.326024,-91.2833
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,kraken,bybit,SOL,ok,0.2694,108.62,108.62,0.0,0.06,6.5172,108.62,108.62,0.0,0.0,0.0,0.052138,0.006517,0.5431,-0.601755,-923.3333,1,1,63.63999999999999,106.8,254.2,113.4444,12322.3307,-3.158095,98.578646,12.319173,0.542961,-114.598874,-93.001
1,2026-09-18T14:03:29.867+00:00,SOL/USDT,kraken,okx,SOL,ok,0.2694,108.62,108.61,-0.9206,0.06,6.5172,108.62,108.61,0.0,0.0,-0.0006,0.052138,0.006517,0.54305,-0.602304,-924.1763,1,1,,106.8,378.5,58.19366,6320.9953,-0.581937,50.567963,6.320413,0.54305,-58.013363,-91.7788
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,binance,bybit,BTC,ok,0.2704,80148.59,80159.6,1.3737,0.0001,8.0149,80148.59,80159.6,0.0,0.0,0.001101,0.008015,0.008016,1.603192,-1.618122,-2018.9024,1,1,600.0,306.0,244.6,0.48282,38700.6103,1.995745,38.70061,38.702606,1.60319,-77.010661,-19.8991
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,binance,okx,BTC,ok,0.2704,80148.59,80161.4,1.5983,0.0001,8.0149,80148.59,80161.4,0.0,0.0,0.001281,0.008015,0.008016,1.603228,-1.617978,-2018.723,1,1,,306.0,367.0,0.11421,9154.2171,1.016187,9.154217,9.155233,1.603228,-18.896491,-20.6424
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,binance,kraken,BTC,ok,0.2704,80148.59,80118.8,-3.7168,0.0001,8.0149,80148.59,80118.80000000002,0.0,-0.0,-0.002979,0.008015,0.064095,1.602376,-1.677465,-2092.9437,1,1,1800.0,306.0,94.3,0.292,23405.1595,-14.234674,23.405159,187.127398,1.602118,-226.36935,-96.7177
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,bybit,binance,BTC,ok,0.2704,80159.7,80148.58,-1.3872,0.00027,21.6431,80159.7,80148.58,0.0,0.0,-0.003002,0.021643,0.02164,2.8052,-2.851486,-1317.5023,1,1,600.0,244.6,306.0,0.34366,27547.821,-3.959979,27.547821,27.543861,2.8052,-61.856862,-22.4544
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,bybit,okx,BTC,ok,0.2704,80159.7,80161.4,0.2121,0.00027,21.6431,80159.7,80161.4,0.0,0.0,0.000459,0.021643,0.021644,2.805649,-2.848477,-1316.1119,1,1,,244.6,367.0,0.327806,26276.8426,-2.99937,26.276843,26.273843,2.805271,-58.355327,-22.2079
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,bybit,kraken,BTC,ok,0.2704,80159.7,80118.8,-5.1023,0.00027,21.6431,80159.7,80118.8,0.0,0.0,-0.011043,0.021643,0.173057,2.804158,-3.009901,-1390.6964,1,1,1800.0,244.6,94.3,0.292,23406.6324,-15.7076,23.406632,187.127398,2.803707,-229.045338,-97.8549
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,okx,binance,BTC,ok,0.2704,80161.5,80148.58,-1.6117,0.0001,8.0161,80161.5,80148.58,0.0,0.0,-0.001292,0.008016,0.008015,1.202229,-1.219552,-1521.3684,1,1,600.0,367.0,306.0,0.60879,48801.5196,-7.865591,48.80152,48.793654,1.202229,-106.662993,-21.8565
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,okx,bybit,BTC,ok,0.2704,80161.5,80159.6,-0.237,9.5e-05,7.6153,80161.5,80159.6,0.0,0.0,-0.00018,0.007615,0.007615,1.202394,-1.217805,-1599.1467,1,1,600.0,367.0,244.6,0.482828,38704.2167,-0.969438,38.704217,38.703247,1.202392,-79.579295,-20.5609
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,okx,kraken,BTC,ok,0.2704,80161.5,80118.8,-5.3267,9.5e-05,7.6153,80161.5,80118.8,0.0,0.0,-0.004056,0.007615,0.06089,1.201782,-1.274344,-1673.3904,1,1,1800.0,367.0,94.3,0.292,23407.158,-16.2332,23.407158,187.127398,1.201589,-227.969345,-97.393
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,kraken,binance,BTC,ok,0.2704,80119.8,80148.58,3.5921,0.00022,17.6264,80119.8,80148.58,0.0,0.0,0.006332,0.141011,0.017633,1.202229,-1.354541,-768.4746,1,1,600.0,94.3,306.0,0.231,18509.1783,5.14368,148.073426,18.514322,1.202229,-162.646297,-87.8733
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,kraken,bybit,BTC,ok,0.2704,80119.8,80159.6,4.9676,0.000218,17.4661,80119.8,80159.6,0.0,0.0,0.008676,0.139729,0.017475,1.202394,-1.350921,-773.4526,1,1,600.0,94.3,244.6,0.231,18509.1783,7.6893,148.073426,18.516868,1.202394,-160.103388,-86.4995
2,2026-09-18T14:03:34.874+00:00,BTC/USDT,kraken,okx,BTC,ok,0.2704,80119.8,80161.4,5.1922,0.000218,17.4661,80119.8,80161.4,0.0,0.0,0.009069,0.139729,0.017475,1.202421,-1.350556,-773.2436,1,1,,94.3,367.0,0.11421347,9151.1286,4.382818,73.209029,9.155511,1.202421,-79.184143,-86.5294
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,binance,bybit,ARBITRUM,ok,0.2493,2557.44,2557.24,-0.782,0.002,5.1149,2557.44,2557.24,0.0,0.0,-0.0004,0.005115,0.005114,0.051145,-0.061774,-120.7734,1,1,30.0,297.1,271.5,3.1024,7934.2019,-0.632157,7.934202,7.93357,0.051145,-16.551073,-20.8604
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,binance,okx,ARBITRUM,ok,0.2493,2557.44,2557.61,0.6647,0.002,5.1149,2557.44,2557.61,0.0,0.0,0.00034,0.005115,0.005115,0.051152,-0.061042,-119.3426,1,1,,297.1,366.1,4.5234,11568.3241,0.768977,11.568324,11.569093,0.051152,-22.419592,-19.3802
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,binance,kraken,ARBITRUM,ok,0.2493,2557.44,2556.52,-3.5973,0.002,5.1149,2557.44,2556.52,0.0,0.0,-0.00184,0.005115,0.040904,0.05113,-0.09899,-193.5326,1,1,,297.1,114.6,4.006,10245.1046,-3.81682,10.245105,81.930303,0.05113,-96.043357,-93.7456
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,bybit,binance,ARBITRUM,ok,0.2493,2557.25,2557.43,0.7039,0.002,5.1145,2557.25,2557.43,0.0,0.0,0.00036,0.005115,0.005115,0.102297,-0.112167,-219.3109,1,1,30.0,271.5,297.1,2.2143,5662.5187,0.39857,5.662519,5.662917,0.102297,-11.029163,-19.4775
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,bybit,okx,ARBITRUM,ok,0.2493,2557.25,2557.61,1.4078,0.00196,5.0122,2557.25,2557.61,0.0,0.0,0.000706,0.005012,0.005013,0.102304,-0.111624,-222.704,1,1,,271.5,366.1,2.21425,5662.3908,0.79713,5.662391,5.663188,0.102304,-10.630753,-18.7743
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,bybit,kraken,ARBITRUM,ok,0.2493,2557.25,2556.52,-2.8546,0.00196,5.0122,2557.25,2556.52,0.0,0.0,-0.001431,0.005012,0.040086,0.102261,-0.14879,-296.8552,1,1,,271.5,114.6,2.21425,5662.3908,-1.6789,5.662391,45.285695,0.10226,-52.729246,-93.1219
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,okx,binance,ARBITRUM,ok,0.2493,2557.62,2557.43,-0.7429,0.002,5.1152,2557.62,2557.43,0.0,0.0,-0.00038,0.005115,0.005115,0.005626,-0.016236,-31.7413,1,1,30.0,366.1,297.1,4.6259,11831.2944,-0.878921,11.831294,11.830415,0.005626,-24.546257,-20.7469
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,okx,bybit,ARBITRUM,ok,0.2493,2557.62,2557.24,-1.4858,0.00196,5.0129,2557.62,2557.24,0.0,0.0,-0.000745,0.005013,0.005012,0.005626,-0.016396,-32.7071,1,1,30.0,366.1,271.5,1.93475,4948.3553,-0.735205,4.948355,4.94762,0.005626,-10.636806,-21.4956
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,okx,kraken,ARBITRUM,ok,0.2493,2557.62,2556.52,-4.3009,0.0011,2.8134,2557.62,2556.52,0.0,0.0,-0.00121,0.002813,0.022497,0.005624,-0.032145,-114.2579,1,1,,366.1,114.6,2.501,6396.6076,-2.8222,6.396608,51.150283,0.005624,-60.374715,-94.3855
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,kraken,binance,ERC20,ok,0.2493,2557.81,2557.43,-1.4856,0.0021,5.3714,2557.810476190476,2557.43,0.0019,0.0,-0.000799,0.042971,0.005371,0.35804,-0.407181,-758.0535,1,1,72.0,114.6,297.1,7.163,18322.3894,-3.51835,146.579116,18.318871,0.35804,-168.774377,-92.1137
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,kraken,bybit,ERC20,ok,0.2493,2557.81,2557.24,-2.2285,0.0021,5.3714,2557.810476190476,2557.24,0.0019,0.0,-0.001198,0.042971,0.00537,0.358014,-0.407553,-758.7461,1,1,72.0,114.6,271.5,3.1024,7935.6589,-2.089183,63.485271,7.93357,0.358013,-73.866036,-93.0812
2,2026-09-18T14:03:34.874+00:00,ETH/USDT,kraken,okx,ERC20,ok,0.2493,2557.81,2557.61,-0.7819,0.001,2.5578,2557.81,2557.61,0.0,0.0,-0.0002,0.020462,0.002558,0.358065,-0.381285,-1490.6717,1,1,,114.6,366.1,4.523396,11570.4672,-1.384337,92.563737,11.569083,0.358065,-105.875222,-91.5047
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,binance,bybit,SOL,ok,0.2215,108.62,108.62,0.0,0.048,5.2138,108.62,108.62,0.0,0.0,0.0,0.005214,0.005214,0.10862,-0.119048,-228.3333,1,1,63.63999999999999,300.9,248.3,23.528,2555.8324,-0.22108,2.555832,2.555611,0.10862,-5.441144,-21.2891
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,binance,okx,SOL,ok,0.2215,108.62,108.61,-0.9206,0.047,5.1051,108.62,108.60999999999999,0.0,0.0,-0.00047,0.005105,0.005105,0.10861,-0.11929,-233.6661,1,1,,300.9,348.2,112.95,12269.7443,-2.2448,12.269744,12.267499,0.10861,-26.890654,-21.9162
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,binance,kraken,SOL,ok,0.2215,108.62,108.55,-6.4445,0.06,6.5172,108.62,108.55,0.0,0.0,-0.0042,0.006517,0.052104,0.10855,-0.171371,-262.9522,1,1,,300.9,124.7,110.631,12017.8313,-8.83628,12.017831,96.07196,0.10855,-117.034622,-97.3841
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,bybit,binance,SOL,ok,0.2215,108.63,108.61,-1.8411,0.048,5.2142,108.63,108.61,0.0,0.0,-0.00096,0.005214,0.005213,0.10861,-0.119998,-230.1342,1,1,0.3182,248.3,300.9,11.916,1294.4351,-0.238329,1.294435,1.294197,0.10861,-2.935571,-22.6784
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,bybit,okx,SOL,ok,0.2215,108.63,108.61,-1.8411,0.0461,5.0078,108.63,108.61,0.0,0.0,-0.000922,0.005008,0.005007,0.10861,-0.119547,-238.7191,1,1,,248.3,348.2,11.9151,1294.3373,-0.238302,1.294337,1.294099,0.10861,-2.935348,-22.6784
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,bybit,kraken,SOL,ok,0.2215,108.63,108.55,-7.3644,0.06,6.5178,108.63,108.55,0.0,0.0,-0.0048,0.006518,0.052104,0.10855,-0.171972,-263.8495,1,1,,248.3,124.7,11.9151,1294.3373,-0.953208,1.294337,10.347073,0.10855,-12.703168,-98.1442
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,okx,binance,SOL,ok,0.2215,108.62,108.61,-0.9206,0.047,5.1051,108.62,108.60999999999999,0.0,0.0,-0.00047,0.005105,0.005105,0.027152,-0.037832,-74.1063,1,1,0.3182,348.2,300.9,4.621,501.933,-0.04621,0.501933,0.501887,0.027152,-1.077182,-21.4607
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,okx,bybit,SOL,ok,0.2215,108.62,108.62,0.0,0.0463,5.0291,108.62,108.62,0.0,0.0,0.0,0.005029,0.005029,0.027155,-0.037213,-73.9957,1,1,63.63999999999999,348.2,248.3,4.6212,501.9547,-0.0,0.501955,0.501955,0.027155,-1.031065,-20.541
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,okx,kraken,SOL,ok,0.2215,108.62,108.55,-6.4445,0.06,6.5172,108.62,108.55,0.0,0.0,-0.0042,0.006517,0.052104,0.027137,-0.089959,-138.0327,1,1,,348.2,124.7,4.621172,501.9517,-0.323482,0.501952,4.013026,0.027137,-4.865597,-96.9336
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,kraken,binance,SOL,ok,0.2215,108.58,108.61,2.7629,0.06,6.5148,108.58,108.61,0.0,0.0,0.0018,0.052118,0.006517,0.54305,-0.599885,-920.8034,1,1,0.3182,124.7,300.9,73.736,8006.2549,2.21208,64.050039,8.008467,0.54305,-70.389476,-87.9181
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,kraken,bybit,SOL,ok,0.2215,108.58,108.62,3.6839,0.06,6.5148,108.58,108.62,0.0,0.0,0.0024,0.052118,0.006517,0.5431,-0.599336,-919.9601,1,1,63.63999999999999,124.7,248.3,68.6537,7454.4187,2.294892,59.63535,7.456714,0.543067,-65.340239,-87.653
2,2026-09-18T14:03:34.874+00:00,SOL/USDT,kraken,okx,SOL,ok,0.2215,108.58,108.61,2.7629,0.06,6.5148,108.58,108.61,0.0,0.0,0.0018,0.052118,0.006517,0.54305,-0.599885,-920.8034,1,1,,124.7,348.2,73.736,8006.2549,2.21208,64.050039,8.008467,0.54305,-70.389476,-87.9181
3,2026-09-18T14:03:39.880+00:00,BTC/USDT,binance,bybit,BTC,ok,0.2118,80202.84,80214.1,1.4039,0.0001,8.0203,80202.84,80214.1,0.0,0.0,0.001126,0.00802,0.008021,1.604282,-1.619198,-2018.8783,1,1,600.0,302.6,245.8,0.53951,43270.2342,6.064985,43.270234,43.276299,1.604282,-82.08583,-18.9705
3,2026-09-18T14:03:39.880+00:00,BTC/USDT,binance,okx,BTC,ok,0.2118,80202.84,80216.4,1.6907,0.0001,8.0203,80202.84,80216.4,0.0,0.0,0.001356,0.00802,0.008022,1.604328,-1.619014,-2018.6491,1,1,,302.6,335.3,0.53951,43270.2342,-2.550952,43.270234,43.267683,1.603962,-90.692831,-20.9596
3,2026-09-18T14:03:39.880+00:00,BTC/USDT,binance,kraken,BTC,ok,0.2118,80202.84,80165.2,-4.6931,0.0001,8.0203,80202.84,80165.2,0.0,0.0,-0.003764,0.00802,0.064132,1.603304,-1.67922,-2093.7169,1,1,1800.0,302.6,121.4,0.313,25103.4889,-12.20962,25.103489,200.730234,1.603277,-239.64662,-95.4635
